,TechScore,Seniority,Gender,DegreeType,Age,Department_HR,Department_IT,Risk
5416,51,0,1,1,22,0,0,0.1437021885064055
5417,53,0,1,0,22,0,1,0.15566978407400886
5418,83,0,1,1,22,0,1,0.023283740343029623
5419,47,14,1,0,38,1,0,0.5915336870312433
5420,42,17,0,0,45,1,0,0.9712153222246453
5421,52,0,0,0,26,0,1,0.23220491051954092
5422,70,8,0,0,30,1,0,0.09162956550647064
5423,62,7,1,0,49,0,0,0.47478910206909575
5424,59,9,0,0,61,1,0,0.9255434493074294
5425,35,2,0,0,36,0,1,0.9392699658723878
5426,24,18,0,0,54,0,1,0.9999975254335182
5427,52,9,0,0,80,0,1,0.9999889100490842
5428,54,12,1,0,42,0,0,0.553932436613359
5429,49,4,0,0,37,0,0,0.5230957953250198
5430,50,0,0,0,22,0,1,0.20595982881390143
5431,64,0,1,1,22,1,0,0.05669891993509356
5432,71,7,1,0,29,0,1,0.09255045181967803
5433,76,15,1,1,69,1,0,0.6137188908409034
5434,91,16,1,1,77,1,0,0.41787837992907567
5435,40,14,0,0,37,1,0,0.8477344134123138
5436,42,3,1,0,66,0,1,0.9998894198193667
5437,62,3,1,1,46,0,1,0.3673856850901895
5438,86,3,0,1,80,1,0,0.5698434996896022
5439,54,13,1,1,41,0,1,0.5332244728899309
5440,41,2,1,0,55,0,1,0.9975624587186905
5441,55,5,1,0,48,0,1,0.6999263609063854
5442,12,0,1,0,22,0,1,0.9903295917351875
5443,60,1,0,0,29,1,0,0.13669412065304312
5444,32,0,1,0,22,0,0,0.4936393527113363
5445,57,0,1,0,22,0,1,0.12245575386107728
5446,65,6,1,1,79,0,0,0.9955849319048808
5447,66,0,1,1,22,1,0,0.05028743348924266
5448,51,0,1,0,23,0,0,0.16863354756982352
5449,42,2,0,0,44,1,0,0.8748595414188318
5450,55,5,0,0,38,1,0,0.3426837109254815
5451,78,0,0,1,32,1,0,0.04929167589185171
5452,42,10,1,0,67,0,0,0.9999329209753193
5453,82,0,1,1,22,0,1,0.02472352642466292
5454,67,3,1,1,54,1,0,0.3426837109254816
5455,42,0,1,0,22,0,0,0.2724499198782097
5456,65,0,0,0,25,1,0,0.07808162067762951
5457,86,15,1,1,80,1,0,0.6477700606736081
5458,32,14,0,0,50,0,0,0.9997773937083653
5459,82,10,1,1,75,0,0,0.6420404926382318
5460,49,12,0,1,48,0,1,0.9340448945425605
5461,48,11,1,0,65,0,0,0.999332147079032
5462,90,9,1,1,35,0,1,0.03995505744696089
5463,62,0,0,0,66,1,0,0.9060599644524523
5464,74,1,1,1,55,0,0,0.2670626807647438
5465,23,11,1,0,49,0,0,0.9999550326020015
5466,52,0,0,0,22,0,1,0.1826760908964205
5467,57,2,1,0,49,0,1,0.6306421683185742
5468,22,9,0,0,62,1,0,0.9999989423288397
5469,57,11,1,0,35,1,0,0.2591795954306246
5470,65,6,1,0,38,1,0,0.17376843668412986
5471,64,0,1,1,22,1,0,0.05669891993509356
5472,55,0,1,0,22,0,1,0.13806785183658518
5473,68,0,0,1,22,0,0,0.05726875320982554
5474,50,0,1,1,32,1,0,0.2392713749281472
5475,91,8,0,1,35,1,0,0.03174563617336022
5476,24,0,1,0,80,0,0,0.9999999833263793
5477,52,19,1,0,69,0,1,0.9998177233236575
5478,67,6,1,0,48,0,1,0.3601568502357031
5479,76,0,0,1,25,1,0,0.036516173279562206
5480,96,11,0,1,66,0,1,0.20595982881390165
5481,54,14,0,0,80,0,0,0.9999797933446171
5482,66,0,1,1,22,0,0,0.05842565800928717
5483,91,0,1,1,22,0,0,0.01303652820245597
5484,82,0,1,1,22,0,1,0.02472352642466292
5485,67,5,1,1,37,0,1,0.16529480862297685
5486,71,7,0,1,31,1,0,0.08126818162342295
5487,63,0,0,1,35,0,0,0.16863354756982352
5488,63,18,1,1,42,1,0,0.28639430792953996
5489,15,0,0,0,22,0,0,0.977160946945837
5490,66,3,1,1,26,0,0,0.07886635166450544
5491,41,0,1,0,22,0,0,0.2892669037095819
5492,57,11,0,1,77,1,0,0.9994250133296007
5493,59,0,0,1,44,0,1,0.40567231589546193
5494,62,12,0,1,40,0,0,0.307110660135694
5495,74,4,0,1,28,0,1,0.06856313337768492
5496,47,19,0,0,48,0,1,0.9870755352300367
5497,39,0,0,0,22,0,0,0.36015685023570293
5498,53,0,1,0,22,0,0,0.14085685880807092
5499,58,15,0,0,51,0,1,0.8616730849810417
5500,61,3,1,0,80,1,0,0.9982785865821749
5501,84,0,0,1,22,1,0,0.018873433126112168
5502,49,0,0,1,22,1,0,0.15412098126923027
5503,93,11,0,1,57,0,0,0.13002774425825928
5504,35,2,1,0,65,0,1,0.9999797933446171
5505,84,0,1,1,22,0,0,0.01984109473216848
5506,95,13,0,1,41,0,1,0.050792830430548344
5507,62,6,1,1,78,0,1,0.9985173014554783
5508,61,0,1,1,30,0,1,0.14085685880807086
5509,53,0,1,1,22,0,0,0.12745311257782097
5510,66,18,0,1,44,1,0,0.29805685641923385
5511,72,6,0,1,69,0,1,0.8429302632536115
5512,62,0,0,1,22,1,0,0.0706511881863354
5513,34,14,0,0,76,0,1,0.999999899130498
5514,48,14,1,0,61,0,1,0.999004660238695
5515,55,4,1,1,36,1,0,0.2441009507684492
5516,100,0,0,1,26,1,0,0.009186686156124444
5517,53,0,0,0,22,0,0,0.15566978407400886
5518,36,18,0,0,60,0,1,0.9999850303063211
5519,44,17,0,0,45,0,0,0.97493390287183
5520,53,18,0,0,63,0,0,0.9983621293089433
5521,39,0,1,0,28,0,1,0.5131208678216869
5522,41,0,1,0,22,0,1,0.3196054297484027
5523,37,0,0,0,34,0,0,0.7801798765321838
5524,56,7,0,0,44,1,0,0.47944225470272217
5525,97,0,0,1,22,0,0,0.010051835744427277
5526,72,14,1,0,44,0,0,0.22310548637501587
5527,33,0,0,1,22,0,0,0.4656016478888593
5528,29,7,0,0,62,0,0,0.9999950168725492
5529,57,13,0,0,66,0,0,0.9963765948494062
5530,57,0,0,1,22,1,0,0.0953690117366021
5531,56,10,1,1,80,0,1,0.9999094591615494
5532,63,15,1,1,38,0,0,0.2465520150666231
5533,100,5,1,1,39,0,0,0.023283740343029605
5534,68,0,0,1,22,1,0,0.04929167589185171
5535,52,1,1,0,31,0,0,0.26178125435544086
5536,78,9,0,1,58,0,0,0.32603902092633286
5537,50,0,1,0,22,0,0,0.16863354756982346
5538,32,11,1,0,63,0,0,0.9999899653656775
5539,29,0,1,0,22,0,1,0.6420404926382316
5540,65,17,1,1,67,0,1,0.9698677838298121
5541,54,4,1,0,62,1,0,0.9622362338622259
5542,41,13,1,0,39,0,1,0.9225283149948981
5543,7,0,1,0,22,1,0,0.9924205953191546
5544,66,11,0,1,50,1,0,0.37105251078499857
5545,56,5,1,0,42,0,0,0.43042729648930844
5546,71,0,1,1,22,0,0,0.0432827965869775
5547,51,0,0,0,22,0,1,0.19396938858425106
5548,55,0,0,1,22,0,1,0.13806785183658518
5549,53,0,1,1,24,0,0,0.14370218850640545
5550,63,15,0,1,39,0,0,0.2892669037095819
5551,52,19,1,0,58,0,1,0.9951273409215075
5552,48,10,1,0,80,0,0,0.9999917842914524
5553,27,0,1,1,26,1,0,0.6477700606736082
5554,54,6,0,0,80,0,1,0.999972724446713
5555,28,0,0,0,25,1,0,0.694103018754087
5556,72,2,0,1,55,1,0,0.29216801690723426
5557,78,0,1,0,22,1,0,0.02705184678796929
5558,88,6,1,1,44,1,0,0.05669891993509358
5559,44,0,0,0,22,0,1,0.2950979124062405
5560,19,0,0,0,30,0,0,0.9927823216831175
5561,55,0,0,1,33,1,0,0.2080289689444873
5562,48,14,0,0,80,0,0,0.9999966596933152
5563,49,0,0,1,22,0,1,0.19788668727104994
5564,77,0,1,1,22,0,0,0.03019738327066729
5565,63,0,1,1,22,0,1,0.07730469775920903
5566,21,0,1,0,28,1,0,0.9313007504102581
5567,22,2,0,0,58,0,1,0.9999979739935945
5568,36,9,1,0,65,0,0,0.9999776683344898
5569,70,16,0,1,45,1,0,0.2392713749281473
5570,100,10,1,1,52,1,0,0.04831563558183849
5571,52,0,0,0,22,0,0,0.1652948086229768
5572,46,0,1,0,79,1,0,0.9999649783102255
5573,28,10,1,0,53,1,0,0.9998580256124495
5574,55,11,0,0,45,1,0,0.5806231156877003
5575,17,0,1,0,22,0,1,0.9605179050173694
5576,33,0,1,0,22,0,1,0.5131208678216866
5577,71,14,1,1,46,0,0,0.24167414874703708
5578,45,18,0,1,53,1,0,0.989848680695827
5579,24,17,1,0,80,1,0,0.9999999935516266
5580,63,0,0,1,28,1,0,0.0953690117366021
5581,48,4,0,0,80,0,1,0.999994492801119
5582,36,16,0,1,46,1,0,0.9931271418775418
5583,23,0,0,0,23,0,0,0.8705505632961241
5584,50,14,0,0,80,1,0,0.999987115384648
5585,54,1,1,0,45,0,1,0.586062442219374
5586,54,0,1,0,34,1,0,0.23453698512080798
5587,35,9,1,1,60,1,0,0.999741396327608
5588,49,0,1,0,28,0,1,0.2835499660749408
5589,64,0,1,1,22,0,0,0.06587473808295337
5590,55,0,0,0,22,0,1,0.15258758130739972
5591,70,0,0,1,49,1,0,0.22088674069876152
5592,80,8,0,1,80,0,0,0.8950541597117855
5593,62,13,0,0,48,1,0,0.4794422547027225
5594,49,3,1,1,60,1,0,0.9712153222246453
5595,97,0,0,1,22,0,0,0.010051835744427277
5596,70,13,0,1,44,1,0,0.21222969370459188
5597,78,12,1,1,37,1,0,0.07653550522554546
5598,61,0,0,1,22,0,1,0.09632747844648579
5599,56,1,1,0,49,0,0,0.5970359516648929
5600,68,0,1,0,31,0,0,0.09827340544849075
5601,54,0,0,1,22,1,0,0.11417717380161829
5602,56,9,0,0,56,1,0,0.8832107697193786
5603,59,5,1,1,42,0,1,0.36015685023570293
5604,46,0,0,0,22,0,1,0.2617812543554409
5605,38,0,0,0,22,0,0,0.3822657569393592
5606,90,2,1,1,26,1,0,0.015764416481784775
5607,11,13,0,0,40,1,0,0.9999807787780035
5608,41,11,1,1,64,0,0,0.9998177233236575
5609,77,4,1,1,44,1,0,0.10539895037218693
5610,77,0,1,1,32,0,0,0.05502321450624244
5611,55,0,1,1,22,1,0,0.09729557742507763
5612,45,1,1,0,58,0,0,0.9940675830364271
5613,34,0,1,0,30,0,0,0.6882816114167377
5614,31,3,0,0,38,0,0,0.9827827106404472
5615,48,8,1,0,50,0,0,0.9340448945425607
5616,22,0,0,0,25,1,0,0.8832107697193786
5617,73,0,1,1,27,0,0,0.05181891330050694
5618,60,1,0,1,71,1,0,0.978204118499341
5619,30,0,0,0,57,0,1,0.9999631829081106
5620,62,14,1,1,54,0,1,0.7115691653278989
5621,58,0,0,1,22,0,1,0.11532465052878141
5622,64,0,0,1,39,1,0,0.17376843668412978
5623,55,8,0,0,39,1,0,0.3860752822675032
5624,80,1,0,1,72,1,0,0.4888674135439805
5625,57,2,0,1,52,0,0,0.6766537921970365
5626,51,0,0,0,22,0,0,0.17551455335976962
5627,49,11,1,0,53,0,0,0.9698677838298121
5628,30,15,1,0,50,1,0,0.9996143557390276
5629,61,5,1,1,69,1,0,0.9464698939185858
5630,79,4,0,1,61,1,0,0.28639430792953985
5631,72,0,0,1,22,0,1,0.049787065321868565
5632,33,4,1,0,33,1,0,0.7857056767909448
5633,80,0,0,1,22,1,0,0.023992835798556985
5634,46,0,1,1,22,0,0,0.19396938858425106
5635,45,4,1,0,45,0,0,0.8616730849810417
5636,53,8,1,0,80,1,0,0.9999048183588672
5637,50,15,1,0,54,0,1,0.9870755352300367
5638,51,7,0,1,55,1,0,0.9194210806765003
5639,35,0,0,0,24,0,1,0.564504702380695
5640,87,0,0,1,22,0,1,0.020241911432046896
5641,31,0,0,0,22,0,0,0.5752165431164245
5642,42,16,0,1,53,0,1,0.9985173014554783
5643,60,0,1,1,31,1,0,0.12368641972409031
5644,62,4,1,0,52,1,0,0.4610672828319748
5645,42,2,1,1,43,0,1,0.8705505632961241
5646,58,4,0,1,28,0,1,0.17905955521667127
5647,38,2,1,1,56,0,0,0.9980016689164191
5648,66,0,0,1,22,0,1,0.07136124314416518
5649,43,12,0,0,44,0,1,0.97493390287183
5650,36,0,1,0,22,0,0,0.3899211137188816
5651,50,1,0,0,36,0,1,0.4841350324063265
5652,86,0,0,1,57,0,1,0.1755145533597695
5653,79,18,1,1,51,0,1,0.24167414874703724
5654,77,11,1,1,74,0,1,0.8429302632536115
5655,67,0,0,1,22,0,1,0.06720549431256327
5656,29,11,1,0,80,0,0,0.9999999751258813
5657,28,0,1,0,22,1,0,0.53834571240854
5658,98,2,1,1,63,0,1,0.11532465052878137
5659,29,4,1,0,70,1,0,0.9999978701186885
5660,84,15,0,1,49,0,1,0.1652948086229768
5661,36,14,1,0,55,1,0,0.9994250133296007
5662,70,1,0,0,48,0,1,0.30104511641979725
5663,63,1,1,0,35,0,0,0.17203967772179568
5664,33,3,0,0,41,1,0,0.9737465595356402
5665,32,19,1,0,44,0,0,0.9986578318166389
5666,47,11,0,0,41,0,0,0.8020075880293981
5667,34,0,0,0,22,0,0,0.48413503240632666
5668,76,0,1,1,22,0,1,0.0354369573255317
5669,46,4,0,1,48,0,1,0.9392699658723878
5670,37,7,0,0,32,0,0,0.7911876300677025
5671,15,5,0,0,34,0,1,0.9997539992727994
5672,77,15,0,1,54,1,0,0.2644088665087877
5673,81,9,1,1,69,1,0,0.40970324264939895
5674,28,18,1,0,80,0,1,0.9999999944498336
5675,35,15,0,0,41,0,1,0.9955849319048808
5676,93,0,1,1,22,0,1,0.012778387648665034
5677,38,0,0,0,22,1,0,0.3293033277508254
5678,71,18,1,1,40,0,1,0.20188297497314187
5679,46,6,1,1,80,1,0,0.9999765234461525
5680,24,0,0,0,33,0,0,0.9870755352300367
5681,43,18,1,0,72,1,0,0.9999807787780035
5682,95,0,1,1,22,0,1,0.01133341315424356
5683,59,0,0,0,22,0,1,0.12003103037855374
5684,35,14,1,0,42,0,1,0.9940675830364271
5685,100,0,1,1,26,0,0,0.00965769762737549
5686,53,14,0,1,62,0,1,0.9967180280322437
5687,43,0,1,0,39,1,0,0.6025682726166686
5688,79,14,1,1,39,0,0,0.09827340544849072
5689,30,0,1,0,23,1,0,0.5081916773313706
5690,60,9,0,1,32,0,1,0.2231054863750158
5691,65,0,0,0,22,1,0,0.06521927427644578
5692,48,0,0,0,31,0,1,0.3977226680973161
5693,44,0,1,0,37,0,0,0.5860624422193738
5694,93,0,0,1,22,0,1,0.014122302408577378
5695,31,0,0,1,22,0,1,0.5752165431164245
5696,46,17,0,0,39,0,1,0.8790800359626474
5697,74,0,0,1,22,0,1,0.0441571669370476
5698,31,0,1,0,22,0,1,0.5752165431164245
5699,64,0,1,0,22,0,0,0.07280283304774321
5700,31,19,1,0,42,0,1,0.9989003243050258
5701,80,10,0,1,46,0,1,0.1588142169379225
5702,71,16,0,0,62,0,1,0.8126152000944025
5703,54,3,0,1,53,1,0,0.7405324560896112
5704,83,0,1,1,22,0,0,0.021067999505552243
5705,38,7,1,1,51,0,0,0.9946230890117123
5706,67,1,0,0,37,0,1,0.18636559528665292
5707,71,0,0,1,29,0,0,0.07280283304774318
5708,41,0,0,0,22,0,0,0.3196054297484027
5709,81,16,1,1,49,0,1,0.1826760908964205
5710,65,5,0,1,27,0,1,0.11304111333566669
5711,50,16,1,1,80,0,1,0.9999917842914524
5712,66,13,0,1,40,1,0,0.21222969370459188
5713,58,10,0,0,49,1,0,0.6025682726166688
5714,43,12,0,0,54,0,1,0.9986578318166389
5715,45,0,1,0,58,1,0,0.9864393703726005
5716,79,0,0,1,22,0,1,0.03271243469394017
5717,86,7,1,1,52,1,0,0.10539895037218688
5718,10,2,0,0,39,0,1,0.9999834560080314
5719,48,5,0,0,76,0,0,0.999972724446713
5720,17,8,1,0,50,0,0,0.9999925661020546
5721,19,0,0,0,24,1,0,0.9255434493074294
5722,33,1,1,0,57,1,0,0.9995290935889088
5723,72,1,0,1,34,0,0,0.09442008148053382
5724,51,1,0,1,25,0,1,0.2143616911823068
5725,58,10,0,1,44,1,0,0.4097032426493993
5726,35,9,0,0,76,0,0,0.9999996298801714
5727,90,0,0,1,22,0,1,0.016907465648033297
5728,82,2,0,1,35,0,0,0.05613475657634058
5729,59,0,1,1,22,0,0,0.08892151858753419
5730,49,0,1,0,22,1,0,0.15412098126923027
5731,47,0,1,0,22,0,1,0.22310548637501587
5732,57,0,1,0,22,1,0,0.0953690117366021
5733,77,0,0,1,29,1,0,0.04371779585644822
5734,63,11,1,0,54,1,0,0.559200812231231
5735,78,0,0,1,37,0,0,0.07730469775920903
5736,35,0,1,0,22,0,0,0.4137718612115758
5737,56,0,0,0,22,0,1,0.1437021885064054
5738,53,0,1,0,22,0,0,0.14085685880807092
5739,95,14,1,1,37,0,1,0.03688316689774027
5740,81,2,1,1,50,0,0,0.13265437522148332
5741,72,0,0,1,22,0,0,0.04504920072187998
5742,52,1,1,0,76,0,1,0.9998649469801634
5743,39,9,0,0,39,0,0,0.9340448945425606
5744,75,0,0,1,22,0,1,0.041585654086766656
5745,59,0,1,0,80,0,1,0.9996331431423213
5746,61,6,0,1,64,0,0,0.9392699658723878
5747,52,6,0,0,49,0,1,0.8872506331233824
5748,47,11,1,0,33,1,0,0.41787837992907584
5749,37,5,1,0,28,1,0,0.49845077930384535
5750,57,0,0,0,22,0,0,0.12245575386107728
5751,70,6,0,0,45,0,0,0.25152787625843936
5752,56,2,0,1,80,0,1,0.9998777942632788
5753,40,3,1,1,66,1,0,0.9996510162394692
5754,64,0,1,0,28,0,0,0.10435022653255309
5755,66,10,1,1,56,0,1,0.5970359516648929
5756,46,15,0,1,66,0,1,0.9998894198193667
5757,69,4,1,1,67,0,0,0.7462784481949906
5758,78,18,0,1,57,0,1,0.40567231589546193
5759,73,0,0,1,22,0,1,0.046887693094869516
5760,61,0,1,1,22,0,1,0.08716076377048715
5761,44,9,0,0,40,0,1,0.8872506331233826
5762,72,0,0,1,22,1,0,0.038774207152068474
5763,72,0,1,1,31,0,0,0.06994819831911443
5764,74,0,1,1,22,1,0,0.031117030479501394
5765,34,0,0,0,22,0,0,0.48413503240632666
5766,32,0,0,0,22,0,0,0.5435044035125175
5767,49,1,1,0,66,1,0,0.9961929301994173
5768,62,0,1,1,22,1,0,0.06392784755550958
5769,20,0,1,0,22,1,0,0.8073394500340797
5770,67,0,0,1,22,0,0,0.060810052512160324
5771,46,3,1,0,33,0,1,0.4841350324063268
5772,63,0,0,1,22,1,0,0.06653678936094545
5773,52,12,1,0,35,1,0,0.35659430976853146
5774,66,6,0,1,32,1,0,0.11417717380161829
5775,34,0,0,0,31,1,0,0.694103018754087
5776,35,8,1,0,45,0,0,0.9927823216831175
5777,56,7,0,1,44,0,1,0.5539324366133589
5778,47,0,0,0,22,0,0,0.22310548637501587
5779,77,3,0,1,45,0,0,0.14085685880807097
5780,49,17,1,1,55,1,0,0.968463164817472
5781,60,9,0,1,60,0,1,0.9340448945425605
5782,57,0,0,0,35,1,0,0.22989594690234758
5783,61,0,1,0,22,0,1,0.09632747844648579
5784,15,0,0,0,34,0,0,0.999332147079032
5785,55,0,1,1,32,0,0,0.20595982881390143
5786,18,0,1,0,22,1,0,0.866154543535588
5787,89,13,0,1,72,1,0,0.3637538864326368
5788,22,2,0,1,27,0,1,0.9669995915891734
5789,59,7,0,0,52,0,0,0.7231898665350868
5790,67,6,1,0,48,1,0,0.2807336161029357
5791,78,1,1,1,29,0,0,0.044157166937047625
5792,65,0,0,1,22,0,1,0.07577396616544713
5793,39,0,1,0,27,0,0,0.4389861701621981
5794,31,0,0,0,31,0,1,0.909540823085079
5795,84,0,0,1,22,0,1,0.024233967805179713
5796,72,6,1,1,30,0,0,0.07427354463782886
5797,66,16,1,1,63,0,1,0.8872506331233824
5798,49,0,1,0,22,0,0,0.17905955521667127
5799,69,8,0,0,49,0,0,0.3530659964357553
5800,50,8,0,0,33,1,0,0.3637538864326369
5801,42,4,0,0,47,0,0,0.9725076359375157
5802,80,0,0,0,22,0,0,0.03080741086176482
5803,43,10,1,0,44,0,0,0.9284672848786958
5804,83,0,1,1,22,1,0,0.018133395229690503
5805,66,14,1,1,61,0,0,0.7577005190411372
5806,69,0,0,1,27,0,0,0.07280283304774321
5807,37,0,1,0,22,0,0,0.3673856850901893
5808,54,0,0,1,22,0,0,0.13265437522148338
5809,75,6,1,1,29,1,0,0.05028743348924268
5810,45,1,1,1,80,0,0,0.9999864548031363
5811,69,7,1,1,65,0,0,0.7115691653278989
5812,74,0,0,1,32,0,1,0.08045955248743827
5813,35,5,1,0,71,0,1,0.9999975254335182
5814,82,11,0,1,68,0,0,0.4841350324063268
5815,58,0,0,1,22,1,0,0.08981518958651957
5816,59,14,0,0,64,0,0,0.9893446198304883
5817,58,10,0,1,38,1,0,0.28639430792953996
5818,44,0,1,0,32,1,0,0.3784922889538971
5819,84,0,0,1,28,0,1,0.03473525859345873
5820,69,0,1,1,22,0,0,0.048801215660457344
5821,65,17,0,1,62,1,0,0.828076457238836
5822,74,0,1,1,22,1,0,0.031117030479501394
5823,48,12,0,0,36,0,0,0.6081296190985289
5824,44,0,0,1,32,0,1,0.48413503240632666
5825,69,8,0,0,41,1,0,0.18823816671072807
5826,100,5,0,1,31,1,0,0.013704925296039708
5827,72,7,0,0,45,1,0,0.19591826172739832
5828,39,9,1,0,50,0,0,0.9951273409215075
5829,39,1,0,0,73,0,0,0.9999932735167018
5830,47,0,0,0,22,1,0,0.19203987525706936
5831,46,17,0,0,51,0,1,0.9951273409215075
5832,72,8,1,1,37,0,0,0.11765431252472901
5833,63,0,1,1,24,0,1,0.08716076377048718
5834,68,0,0,1,29,0,0,0.08716076377048718
5835,34,14,1,0,53,0,1,0.9998350606617233
5836,67,15,0,1,61,0,1,0.8429302632536115
5837,44,11,1,0,44,0,1,0.944152985531142
5838,62,0,1,0,22,0,0,0.08208493744357151
5839,45,11,0,0,66,0,1,0.9999258677815178
5840,58,17,0,1,54,0,1,0.909540823085079
5841,18,12,1,0,53,1,0,0.9999942104458985
5842,61,4,1,1,46,0,1,0.3977226680973158
5843,64,10,1,1,62,1,0,0.7289852981870614
5844,38,9,0,1,54,1,0,0.9976805144051624
5845,83,16,1,1,78,0,0,0.780179876532184
5846,52,3,0,0,39,0,0,0.48413503240632666
5847,75,0,0,1,25,0,0,0.04504920072187996
5848,58,16,1,0,61,1,0,0.9508624955012597
5849,52,11,0,0,73,1,0,0.999741396327608
5850,77,2,1,1,47,1,0,0.12123733131449238
5851,79,0,1,1,33,0,1,0.05726875320982554
5852,69,14,0,0,60,0,1,0.7911876300677025
5853,46,0,1,1,22,0,1,0.2143616911823068
5854,12,0,0,0,26,1,0,0.9937690612551958
5855,65,0,0,1,22,1,0,0.05901284522231144
5856,26,0,0,0,22,0,0,0.7462784481949909
5857,66,0,0,0,28,0,1,0.11304111333566669
5858,5,6,1,0,33,1,0,0.9999138737495508
5859,81,19,1,1,56,0,1,0.2950979124062404
5860,70,9,0,1,80,1,0,0.9864393703726005
5861,68,10,0,1,48,0,0,0.332599675239273
5862,31,9,0,0,80,0,0,0.9999999664234528
5863,62,8,0,1,67,0,1,0.9810723283599605
5864,76,18,0,1,45,1,0,0.17376843668412978
5865,53,3,0,1,59,0,0,0.9638880245948129
5866,61,0,0,1,22,0,0,0.08716076377048715
5867,72,12,0,1,56,0,0,0.43898617016219826
5868,48,4,0,0,65,1,0,0.9982785865821749
5869,38,0,0,0,25,0,0,0.4565724182820242
5870,66,0,0,1,22,0,1,0.07136124314416518
5871,59,0,1,1,26,0,1,0.12492945182515443
5872,50,6,1,1,65,0,1,0.9980016689164191
5873,53,4,1,1,44,0,0,0.5131208678216866
5874,68,0,0,1,33,0,0,0.11080278824580334
5875,65,10,0,0,69,0,0,0.9792026470458911
5876,40,15,1,1,39,0,1,0.922528314994898
5877,78,16,1,1,80,0,1,0.9669995915891734
5878,56,0,1,0,29,1,0,0.15412098126923018
5879,15,5,0,0,34,1,0,0.9991429470952352
5880,42,0,0,1,36,0,1,0.6766537921970363
5881,74,8,0,0,42,0,1,0.1901295309632269
5882,92,0,0,1,29,0,0,0.02065082516620104
5883,70,0,1,1,22,0,1,0.050792830430548344
5884,85,10,0,1,58,0,1,0.24167414874703716
5885,26,14,0,0,42,1,0,0.9991429470952352
5886,94,0,1,1,22,1,0,0.009372269526870501
5887,75,0,0,1,25,0,0,0.04504920072187996
5888,20,0,0,0,22,1,0,0.8571079466561109
5889,30,14,1,0,71,0,0,0.9999996298801714
5890,79,12,1,1,80,0,0,0.909540823085079
5891,71,0,0,1,22,0,1,0.052865724372435835
5892,43,0,1,0,23,0,0,0.27244991987820966
5893,49,19,1,0,44,0,1,0.9024851434336199
5894,39,0,1,0,22,0,1,0.36015685023570293
5895,48,0,1,0,22,0,1,0.21011885541313655
5896,66,19,1,1,42,0,1,0.3132967056170108
5897,80,0,0,1,22,1,0,0.023992835798556985
5898,58,0,1,1,22,1,0,0.08126818162342302
5899,47,2,1,1,63,1,0,0.9924205953191546
5900,22,2,1,0,67,0,0,0.9999996298801714
5901,54,0,0,1,31,1,0,0.19591826172739826
5902,76,0,1,1,42,1,0,0.09162956550647061
5903,42,0,1,0,22,0,1,0.30104511641979725
5904,65,9,1,1,60,1,0,0.6137188908409034
5905,46,0,1,0,22,0,1,0.23689239714035218
5906,29,0,1,0,22,0,1,0.6420404926382316
5907,85,15,0,1,53,0,0,0.17905955521667122
5908,79,9,1,1,42,1,0,0.09162956550647061
5909,34,0,0,0,22,0,1,0.5332244728899309
5910,44,6,1,0,60,0,0,0.9985173014554783
5911,69,0,1,1,22,1,0,0.0420035968050749
5912,51,4,1,0,27,0,1,0.2566036426497902
5913,58,3,0,0,73,0,1,0.999004660238695
5914,40,1,0,0,52,1,0,0.989848680695827
5915,81,8,1,1,77,0,1,0.7801798765321836
5916,67,3,1,0,30,0,0,0.10435022653255313
5917,57,0,0,0,22,0,0,0.12245575386107728
5918,35,0,1,0,37,0,1,0.9162210796519833
5919,35,0,1,0,37,0,0,0.8790800359626473
5920,42,0,1,1,22,0,0,0.24655201506662303
5921,78,19,1,1,78,1,0,0.8832107697193785
5922,71,7,1,1,60,1,0,0.41787837992907567
5923,65,9,0,1,53,0,0,0.5230957953250195
5924,81,0,0,1,36,0,0,0.06081005251216028
5925,78,3,0,0,66,1,0,0.4433239690820903
5926,80,13,1,0,52,0,0,0.21869000258754626
5927,19,7,0,0,80,1,0,0.999999997627776
5928,82,11,0,1,55,1,0,0.1920398752570695
5929,81,0,0,0,25,0,0,0.03473525859345871
5930,31,13,1,0,43,0,0,0.9975624587186905
5931,64,0,0,1,22,0,1,0.08045955248743827
5932,45,11,1,1,54,0,0,0.9882628587457177
5933,36,8,1,0,64,0,1,0.9999797933446171
5934,100,0,0,1,22,0,0,0.008395998967421414
5935,66,3,1,1,35,0,1,0.1495663802262213
5936,31,14,1,0,43,1,0,0.9953616974296078
5937,74,7,1,1,42,1,0,0.11883673055164451
5938,60,10,0,0,41,0,1,0.43042729648930844
5939,69,1,0,1,42,0,0,0.1826760908964206
5940,48,3,0,1,46,0,1,0.8429302632536113
5941,28,4,1,0,77,0,1,0.999999944641636
5942,45,0,1,0,22,0,1,0.25152787625843925
5943,52,0,0,1,22,0,0,0.14956638022622123
5944,82,0,0,1,22,0,0,0.02472352642466292
5945,90,10,0,1,58,1,0,0.13945538507006738
5946,85,0,0,1,22,0,0,0.02065082516620104
5947,44,0,1,0,30,0,1,0.4304272964893086
5948,35,0,0,0,65,0,1,0.9999850303063211
5949,46,0,0,0,80,0,1,0.9999954910734092
5950,81,0,1,1,22,0,1,0.026252343900218522
5951,41,0,0,0,22,1,0,0.2751838511960486
5952,46,11,0,0,80,0,0,0.9999975254335182
5953,69,11,0,1,78,0,0,0.9927823216831175
